,arc_L_segment,end_end_dist_2_segment,file_label,file_path,frame_numer,max_arc_l,Arc_win_rgn_A,Arc_win_rgn_B,avg_arc_l_win_fil_1,avg_arc_l_win_fil_2,fil_label,Arc_win_size,max_arc_L_segment,E_bend_arr_kBT,Mean_Curvature_segment,Std_Curvature_segment,E_bend_filament_kBT,L_p,L_p_std,R_sq_fit,L_P_dist,mean_pt_curv_for_dist
462,"[1.10,2.20,3.29,4.39,5.49,6.59,7.69,8.78,9.88]","[1.03,4.65,10.06,18.54,29.44,42.62,57.97,75.42,94.90]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.1759770847771126,0.29329514129518763,0.235,0.765,fil1,0.117,9.46971055033463,"[0.18,0.10,0.05,0.02,0.00,0.00,0.00,0.00,0.00]","[0.08,0.06,0.04,0.03,0.01,0.01,0.01,0.01,0.01]","[0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.3718,58.442,5.441566928760127,1.0,1718.324,0.026385028981494835
463,"[1.10,2.20,3.31,4.41,5.51,6.61,7.71,8.81,9.92]","[1.03,4.67,10.87,18.45,29.17,42.12,59.01,76.40,95.80]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.1877088904289201,0.30502694694699517,0.246,0.754,fil1,0.117,9.46971055033463,"[0.13,0.06,0.02,0.01,0.00,0.00,0.00,0.00,0.00]","[0.06,0.04,0.03,0.01,0.01,0.01,0.01,0.01,0.00]","[0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.232,67.119,11.987375517334254,1.0,3027.35,0.019125230536107842
464,"[1.10,2.21,3.31,4.42,5.52,6.62,7.73,8.83,9.93]","[1.03,4.65,10.77,19.26,30.01,42.93,57.95,77.04,96.33]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.19944069608072762,0.31675875259880265,0.258,0.742,fil1,0.117,9.46971055033463,"[0.07,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00]","[0.04,0.03,0.01,0.01,0.01,0.01,0.01,0.00,0.00]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1181,69.534,8.19490128550466,1.0,6273.392,0.013438371080656738
465,"[1.09,2.18,3.28,4.37,5.46,6.55,7.65,8.74,9.83]","[1.03,4.58,10.56,18.85,29.36,42.00,56.71,75.44,94.39]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.21117250173253513,0.3284905582506102,0.27,0.73,fil1,0.117,9.46971055033463,"[0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0498,68.664,8.273316266210683,1.0,16287.192,0.009292423063916798
466,"[1.09,2.19,3.28,4.37,5.47,6.56,7.65,8.75,9.84]","[1.01,4.47,10.29,18.37,28.63,42.49,57.13,75.75,94.60]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.22290430738434264,0.34022236390241767,0.282,0.718,fil1,0.117,9.46971055033463,"[0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0217,72.949,13.174820721329255,1.0,49532.914,0.006339701361873985
467,"[1.09,2.19,3.28,4.38,5.47,6.57,7.66,8.76,9.85]","[0.98,4.35,10.78,18.90,29.16,42.98,57.56,76.10,94.88]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.23463611303615015,0.3519541695542252,0.293,0.7070000000000001,fil1,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,-0.00]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0153,83.775,13.570063403163653,1.0,66477.199,0.004620343126816127
468,"[1.10,2.20,3.29,4.39,5.49,6.59,7.68,8.78,9.88]","[1.20,4.73,10.51,18.44,29.73,42.04,58.10,76.61,95.37]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.24636791868795765,0.3636859752060327,0.305,0.6950000000000001,fil1,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[0.01,0.01,0.01,0.01,0.00,0.00,0.00,-0.00,-0.00]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0113,81.872,15.42195935003564,1.0,57511.532,0.003251242097422499
469,"[1.10,2.20,3.30,4.41,5.51,6.61,7.71,8.81,9.91]","[1.17,4.62,10.26,19.03,29.11,42.69,58.76,77.29,96.08]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.25809972433976514,0.37541778085784017,0.317,0.683,fil1,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[0.01,0.01,0.01,0.00,0.00,0.00,-0.00,-0.00,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0098,87.217,19.736497880943347,1.0,51031.013,0.0018083196284825614
470,"[1.11,2.21,3.32,4.43,5.53,6.64,7.75,8.85,9.96]","[1.14,4.51,10.79,18.65,29.79,43.43,59.55,78.14,97.01]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.2698315299915726,0.38714958650964765,0.328,0.6719999999999999,fil1,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[0.01,0.01,0.00,0.00,0.00,-0.00,-0.00,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0103,97.356,23.62522283114137,1.0,46398.211,0.0003063451092063573
471,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.80,9.90]","[1.12,4.41,10.56,19.27,29.25,42.71,58.66,77.10,95.86]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.2815633356433801,0.39888139216145513,0.34,0.6599999999999999,fil1,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[0.01,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0106,90.028,18.107979434048033,1.0,44033.526,-0.0013268969958417588
472,"[1.10,2.19,3.29,4.38,5.48,6.58,7.67,8.77,9.86]","[1.09,4.33,10.39,18.98,28.85,42.19,58.02,76.37,95.09]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.2932951412951876,0.4106131978132626,0.352,0.648,fil1,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0122,82.26,16.422711510927197,1.0,43248.721,-0.00279598419228857
473,"[1.09,2.19,3.28,4.37,5.46,6.56,7.65,8.74,9.83]","[1.07,4.74,10.23,18.71,29.70,41.72,57.47,75.78,94.48]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.30502694694699506,0.4223450034650701,0.364,0.636,fil1,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[0.00,0.00,-0.00,-0.00,-0.00,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0151,79.92,12.78450801536338,1.0,48398.513,-0.004275304364020106
474,"[1.09,2.18,3.27,4.36,5.45,6.54,7.63,8.72,9.81]","[1.06,4.67,10.09,18.50,29.41,41.38,57.10,75.41,94.08]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.31675875259880254,0.43407680911687757,0.375,0.625,fil1,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[0.00,-0.00,-0.00,-0.00,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.017,75.068,12.607355607430708,1.0,62114.797,-0.005512170778000012
475,"[1.10,2.20,3.30,4.41,5.51,6.61,7.71,8.81,9.91]","[1.04,4.62,10.73,19.33,29.23,42.65,58.64,77.19,96.04]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.32849055825061,0.44580861476868505,0.387,0.613,fil1,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.00,-0.00,-0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.022,84.198,15.670833336693075,1.0,86868.186,-0.006425800816002826
476,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.80,9.90]","[1.03,4.58,10.65,19.23,29.12,42.55,58.55,77.07,95.83]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.3402223639024175,0.45754042042049253,0.399,0.601,fil1,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.00,-0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0248,84.845,16.748802833072187,1.0,141704.3,-0.007187167351435801
477,"[1.10,2.20,3.30,4.40,5.50,6.59,7.69,8.79,9.89]","[1.03,4.56,10.61,19.19,29.10,42.55,58.53,76.98,95.61]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.351954169554225,0.4692722260723,0.411,0.589,fil1,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00]","[-0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.028,88.92,18.603153953681208,1.0,256360.151,-0.007709035319680708
478,"[1.10,2.19,3.29,4.39,5.49,6.58,7.68,8.78,9.88]","[1.02,4.55,10.60,19.20,29.13,42.58,58.52,76.85,95.31]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.36368597520603246,0.4810040317241075,0.422,0.5780000000000001,fil1,0.117,9.46971055033463,"[0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0318,97.02,22.032828711156945,1.0,439063.196,-0.007992852287405898
479,"[1.09,2.19,3.28,4.38,5.47,6.57,7.66,8.76,9.85]","[1.02,4.55,10.62,18.27,29.19,42.61,58.45,76.62,94.85]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.37541778085783994,0.492735837375915,0.434,0.5660000000000001,fil1,0.117,9.46971055033463,"[0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0353,107.058,30.981723309703852,1.0,494248.726,-0.008041373351138512
480,"[1.09,2.18,3.27,4.36,5.45,6.54,7.63,8.72,9.81]","[1.02,4.56,10.66,18.33,29.23,42.58,56.61,74.33,94.15]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.3871495865096474,0.5044676430277225,0.446,0.554,fil1,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0207,65.277,6.8059471526142765,1.0,381046.33,-0.007858786412714418
481,"[1.10,2.19,3.29,4.38,5.48,6.58,7.67,8.77,9.86]","[1.03,4.59,10.70,18.35,29.20,42.43,57.94,75.58,95.19]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.3988813921614549,0.5161994486795299,0.458,0.542,fil1,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.00]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0215,74.048,8.383833311227717,1.0,299778.416,-0.007418135489208117
482,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.80,9.90]","[1.03,4.60,10.70,19.28,29.08,42.16,59.08,76.58,95.92]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.4106131978132624,0.5279312543313375,0.469,0.531,fil1,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.00,-0.00]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0218,87.003,18.7273412301428,1.0,306594.074,-0.006849938562700172
483,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.80,9.90]","[1.03,4.59,10.66,19.16,30.01,43.08,58.23,77.07,95.97]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.42234500346506987,0.5396630599831449,0.481,0.519,fil1,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.00,-0.00,-0.00]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0208,99.972,16.297086653746657,1.0,334718.518,-0.006198212592330145
484,"[1.11,2.21,3.32,4.43,5.54,6.64,7.75,8.86,9.97]","[1.03,4.56,10.56,18.94,29.59,43.76,58.68,77.11,97.36]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.43407680911687735,0.5513948656349524,0.493,0.507,fil1,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.00,-0.00,-0.00,-0.00]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0131,76.088,10.608385912524033,1.0,341865.599,-0.005538760662317431
485,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.80,9.90]","[1.02,4.52,10.42,18.64,30.19,42.81,58.78,76.67,96.17]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.44580861476868483,0.5631266712867599,0.504,0.496,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.00,-0.00,-0.00,-0.00]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0137,98.734,16.01783294206749,1.0,337106.014,-0.004916598064156471
486,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.80,9.89]","[1.01,4.45,10.24,19.17,29.47,42.98,58.50,75.74,96.12]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.4575404204204923,0.5748584769385674,0.516,0.484,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.01,-0.01,-0.01,-0.01,-0.00,-0.00,-0.00,-0.00,-0.00]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0091,81.725,9.864206618408677,1.0,342317.157,-0.004314051262451062
487,"[1.10,2.19,3.29,4.38,5.48,6.57,7.67,8.76,9.86]","[0.99,4.36,10.69,18.67,29.71,42.86,57.84,75.88,95.46]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.4692722260722998,0.5865902825903748,0.528,0.472,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.01,-0.01,-0.01,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0089,97.264,11.09649722050957,1.0,456493.737,-0.003966027108773767
488,"[1.10,2.20,3.30,4.40,5.49,6.59,7.69,8.79,9.89]","[1.19,4.70,10.38,18.96,29.75,42.46,58.15,77.01,96.12]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.4810040317241073,0.5983220882421824,0.54,0.45999999999999996,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.01,-0.01,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0089,106.039,21.540806468666247,1.0,553521.76,-0.0038979347083843486
489,"[1.10,2.20,3.31,4.41,5.51,6.61,7.72,8.82,9.92]","[1.16,4.55,10.69,19.11,29.56,42.93,59.37,76.31,96.72]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.49273583737591475,0.6100538938939898,0.551,0.44899999999999995,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.01,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0085,93.106,14.044081168876092,1.0,398377.768,-0.004083346948342183
490,"[1.11,2.21,3.32,4.43,5.54,6.64,7.75,8.86,9.97]","[1.12,4.83,10.91,19.11,30.15,43.04,58.99,77.09,97.63]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.5044676430277223,0.6217856995457973,0.563,0.43700000000000006,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0091,81.624,7.867409001778687,1.0,237516.084,-0.004453535269182435
491,"[1.10,2.19,3.29,4.38,5.48,6.57,7.67,8.76,9.86]","[1.07,4.60,10.35,18.84,29.31,42.72,58.32,76.33,95.44]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.5161994486795298,0.6335175051976049,0.575,0.42500000000000004,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01]","[-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.016,113.858,20.403197046524703,1.0,162664.076,-0.0048924328813506794
492,"[1.11,2.22,3.33,4.44,5.55,6.66,7.77,8.88,9.99]","[1.02,4.79,10.99,19.29,30.44,43.81,59.57,78.07,98.04]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.5279312543313374,0.6452493108494124,0.587,0.41300000000000003,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0174,97.691,8.331357213906761,1.0,129846.465,-0.0054125386969335375
493,"[1.10,2.20,3.30,4.41,5.51,6.61,7.71,8.81,9.91]","[1.17,4.49,10.84,18.78,29.57,42.72,58.52,77.42,96.34]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.5396630599831449,0.6569811165012199,0.598,0.402,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.00,-0.00,-0.00,-0.00,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0209,100.464,22.004866817511285,1.0,120805.577,-0.005881647468158164
494,"[1.09,2.18,3.27,4.36,5.45,6.54,7.63,8.72,9.81]","[1.08,4.51,10.59,19.00,28.86,42.04,56.85,74.68,94.21]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.5513948656349524,0.6687129221530275,0.61,0.39,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.00,-0.00,-0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0173,72.834,6.267693199154609,1.0,129170.752,-0.006385934484241107
495,"[1.10,2.20,3.30,4.40,5.50,6.59,7.69,8.79,9.89]","[1.19,4.56,10.52,18.84,29.71,43.47,57.78,76.74,95.73]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.56312667128676,0.680444727804835,0.622,0.378,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.00,-0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0231,87.552,15.292714939739701,1.0,166651.182,-0.006858733815728116
496,"[1.10,2.19,3.29,4.39,5.49,6.58,7.68,8.78,9.87]","[1.10,4.66,10.60,19.05,29.32,42.35,58.69,75.33,95.26]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.5748584769385675,0.6921765334566425,0.634,0.366,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0204,71.878,8.198886716091598,1.0,298402.103,-0.007336760151041696
497,"[1.11,2.21,3.32,4.42,5.53,6.63,7.74,8.85,9.95]","[1.05,4.87,10.98,19.02,29.71,43.54,59.53,77.38,96.64]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.586590282590375,0.7039083391084501,0.645,0.355,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0248,84.177,12.537688435443778,1.0,510005.943,-0.007601937976197444
498,"[1.10,2.20,3.30,4.40,5.50,6.61,7.71,8.81,9.91]","[1.21,4.48,10.55,18.78,29.98,43.38,58.69,75.49,95.66]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.5983220882421826,0.7156401447602576,0.657,0.34299999999999997,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0196,64.878,6.733371420481819,1.0,586724.384,-0.007872450276935183
499,"[1.10,2.21,3.31,4.41,5.52,6.62,7.72,8.83,9.93]","[1.04,4.61,10.42,19.05,29.91,42.74,58.91,76.87,95.96]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.6100538938939901,0.7273719504120651,0.669,0.33099999999999996,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0282,69.764,8.411557035705478,1.0,140464.319,-0.00865335009876314
500,"[1.10,2.19,3.29,4.38,5.48,6.58,7.67,8.77,9.87]","[1.08,4.48,10.55,18.90,29.26,42.78,58.14,74.77,94.56]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.6217856995457977,0.7391037560638727,0.68,0.31999999999999995,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0351,58.588,4.799921395053369,1.0,46950.007,-0.009742551912642401
501,"[1.10,2.20,3.30,4.40,5.51,6.61,7.71,8.81,9.91]","[1.15,4.84,10.85,18.91,29.95,42.90,59.22,76.97,95.30]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.6335175051976052,0.7508355617156802,0.692,0.30800000000000005,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0728,77.276,14.391770655555556,1.0,22606.796,-0.011188211611599752
502,"[1.10,2.20,3.29,4.39,5.49,6.59,7.69,8.78,9.88]","[1.06,4.49,10.73,18.35,29.99,42.14,57.19,75.50,94.54]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.6452493108494127,0.7625673673674878,0.704,0.29600000000000004,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.03,-0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0702,51.57,5.073368497244907,1.0,13519.892,-0.013064155380140531
503,"[1.10,2.20,3.29,4.39,5.49,6.59,7.68,8.78,9.88]","[1.17,4.51,10.46,18.46,29.46,42.14,57.93,74.63,94.33]",S_1,/Users/yogehs/Downloads/SbcC/S/1/7.csv,6.0,85.23837077423212,0.6569811165012203,0.7742991730192953,0.716,0.28400000000000003,fil2,0.117,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.03]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.03,-0.03,-0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0859,47.214,3.2128427243980933,1.0,9969.293,-0.015038297936721012
